,base,authors_l,title_l,title,journal_l,keywords_l,year,language,doi
469,lisa,"ehsan mohammadi, mike thelwall",assessing non standard article impact using f1000 labels,Assessing non-standard article impact using F1000 labels,scientometrics,"comparisons , classification , peer review , scholarly communication , citation analysis",2013,English,10.1007/s11192-013-0993-9
470,lisa,peter shepherd,altmetrics pirus and usage factor,"Altmetrics, PIRUS and Usage Factor",insights,"web sites , informetrics , electronic resources management , measurement , scholarly communication",2013,English,10.1629/2048-7754.108
471,lisa,"linda m galloway, janet l pease, anne e rauh",introduction to altmetrics for science technology engineering and mathematics stem librarians,"Introduction to Altmetrics for Science, Technology, Engineering, and Mathematics (STEM) Librarians",science technology libraries,"social networks , bibliometrics , scholarly communication , science and technology",2013,English,10.1080/0194262x.2013.829762
472,lisa,judy duke,oclc plum analytics partner,"OCLC, Plum Analytics Partner",advanced technology libraries,"bibliometrics , social networks , datasets , worldcat , researchers",2013,English,
474,lisa,judy duke,niso to develop standards practices for altmetrics,"NISO to Develop Standards, Practices for Altmetrics",advanced technology libraries,"bibliometrics , social networks , datasets , standards",2013,English,
475,lisa,"jean liu, euan adie",new perspectives on article level metrics developing ways to assess research uptake and impact online,New perspectives on article-level metrics: developing ways to assess research uptake and impact online,insights,"informetrics , scholarly communication , impact factors , social networks",2013,English,10.1629/2048-7754.79
476,lisa,stacy konkiel,altmetrics a 21st century solution to determining research quality,Altmetrics: A 21st-Century Solution to Determining Research Quality,online searcher,"informetrics , web sites , social networks",2013,English,
477,lisa,steven ovadia,when social media meets scholarly publishing,When Social Media Meets Scholarly Publishing,behavioral social sciences librarian,"web 2.0 , researchers , informetrics , methods",2013,English,10.1080/01639269.2013.817886
478,lisa,sian harris,completing the information cycle,Completing the information cycle,research information,"information industry , strategic planning , market strategy",2013,English,
479,lisa,"satish s munnolli, shamprasad m pujar",eugene to altmetrics a chase for virtual foot prints,Eugene to Altmetrics: A Chase for Virtual Foot Prints!,annals of library and information studies,"bibliometrics , social networks , web 2.0 , impact , citations",2013,English,
480,lisa,"scott lapinski, heather piwowar, jason priem",riding the crest of the altmetrics wave how librarians can help prepare faculty for the next generation of research impact metrics,Riding the Crest of the Altmetrics Wave: How Librarians Can Help Prepare Faculty for the next Generation of Research Impact Metrics,college research libraries news,"bibliometrics , scholarly communication , role , data analysis , research , academic libraries",2013,English,
481,lisa,"xianwen wang, zhi wang, shenmeng xu",tracing scientists research trends realtimely,Tracing scientists research trends realtimely,scientometrics,"research , trends , scientometrics , keywords , methods",2013,English,10.1007/s11192-012-0884-5
482,lisa,"finbar galligan, sharon dyas-correia",altmetrics rethinking the way we measure,Altmetrics: Rethinking the Way We Measure,serials review,"bibliometrics , social networks",2013,English,
484,lisa,james careless,altmetrics 101 a primer,Altmetrics 101: A Primer,information today,"informetrics , social networks , scholarly communication , evaluation",2013,English,
486,lisa,virginia wilson,research methods altmetrics,Research Methods: Altmetrics,evidence based library and information practice,"social networks , information science , research methods , bibliographies",2013,English,
487,lisa,"daniel torres-salinas, alvaro cabezas-clavijo",altmetrics not everything that can be counted counts,"Altmetrics: Not Everything That Can be Counted, Counts",analisis de tendencias en informacion y documentacion,"bibliometrics , methods , evaluation , web 2.0",2013,Spanish,
488,lisa,"gracemary smulewitz, david celano, jose luis andrade, marcella lesher",roi or bust a glimpse into how librarians publishers and agents create value for survival,"ROI or Bust: A Glimpse into How Librarians, Publishers, and Agents Create Value for Survival",serials librarian,"return on investment , publishers , subscription agencies , serials , librarians",2013,English,10.1080/0361526x.2013.761064
489,lisa,"sheila corrall, mary anne kennan, waseem afzal",bibliometrics and research data management services emerging trends in library support for research,Bibliometrics and Research Data Management Services: Emerging Trends in Library Support for Research,library trends,"studies , academic libraries , trends , education , innovations , core curriculum , bibliometrics , growth industries , information management , reference services , information professionals , libraries , polls & surveys , professional education , questionnaires , academic discourse , respondents , united kingdom--uk",2013,English,10.1353/lib.2013.0005
